Marca temporal,Nombre del observador,Sector en el que realizo la observación,Turno,Personal al que observo,Momento que observa,Accion que realizo,Momento que observa2 ,Acción que realizo2 
26/11/2025 5:02:12,Sayda Flores ,GUARDIA,Noche B,Tec. Hemoterapia,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:02:44,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:04:36,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:05:12,Sayda Flores ,GUARDIA,Noche B,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:05:53,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 5:06:56,Sayda Flores ,GUARDIA,Noche B,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 5:07:33,Sayda Flores ,GUARDIA,Noche B,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:08:04,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
26/11/2025 5:08:43,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
26/11/2025 5:09:24,Sayda Flores ,GUARDIA,Noche B,Medico Traumatologo (Staff y Residente),Antes de realizar técnica Aseptica,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:09:56,Sayda Flores ,GUARDIA,Noche B,Camillero,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 5:51:44,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:52:17,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:52:55,Sayda Flores ,GUARDIA,SADOFE,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 5:53:33,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 5:54:53,Sayda Flores ,GUARDIA,Noche B,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:55:30,Sayda Flores ,GUARDIA,Noche B,Camillero,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:56:05,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de realizar técnica Aseptica,Ninguna,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
26/11/2025 5:56:40,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 5:57:08,Sayda Flores ,GUARDIA,Noche B,Tec. Hemoterapia,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 5:57:37,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
26/11/2025 5:58:09,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 5:58:45,Sayda Flores ,GUARDIA,Noche B,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 5:59:21,Sayda Flores ,GUARDIA,Noche B,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 6:00:01,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 6:00:41,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 6:01:11,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 6:01:46,Sayda Flores ,GUARDIA,Noche B,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 6:02:15,Sayda Flores ,GUARDIA,Noche B,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 6:02:56,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 6:03:54,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Despues de tocar al paciente,Ninguna,Antes de tocar al paciente,Higiene con solución alcoholica
26/11/2025 6:04:27,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
26/11/2025 6:05:02,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 6:05:31,Sayda Flores ,GUARDIA,Noche B,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 6:05:55,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
26/11/2025 6:06:27,Sayda Flores ,GUARDIA,Noche B,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
26/11/2025 6:06:58,Sayda Flores ,GUARDIA,Noche B,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
26/11/2025 6:08:29,Sayda Flores ,GUARDIA,Noche B,Camillero,Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
26/11/2025 6:08:56,Sayda Flores ,GUARDIA,Noche B,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
26/11/2025 6:09:28,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Después de tocar fluidos,Lavado con agua y jabón (solo en guardia),Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 6:10:03,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Despues de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
26/11/2025 6:10:45,Sayda Flores ,GUARDIA,Noche B,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 6:11:19,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Antes de realizar técnica Aseptica,Lavado con agua y jabón (solo en guardia),Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
26/11/2025 6:11:54,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Lavado con agua y jabón (solo en guardia)
26/11/2025 6:12:28,Sayda Flores ,GUARDIA,Noche B,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
26/11/2025 6:13:06,Sayda Flores ,GUARDIA,Noche B,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
26/11/2025 6:13:41,Sayda Flores ,GUARDIA,Noche B,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
6/11/2025 21:41:04,Sofia Veliz,6to piso,Mañana,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Higiene con solución alcoholica
6/11/2025 21:43:36,Sofia Veliz,6to piso,Mañana,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
20/11/2025 18:28:35,Sofía Veliz,6to piso,Tarde,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
8/12/2025 1:05:18,Sofía Veliz,6to piso,Tarde,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
6/11/2025 21:38:36,Sofia Veliz ,6to piso,Mañana,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
6/11/2025 21:38:57,Sofia Veliz ,6to piso,Mañana,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
6/11/2025 21:39:26,Sofia Veliz ,6to piso,Mañana,Medico Traumatologo (Staff y Residente),Antes de realizar técnica Aseptica,Ninguna,Despues de tocar fluidos,Ninguna
6/11/2025 21:39:48,Sofia Veliz ,6to piso,Mañana,Medico Nefrologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
6/11/2025 21:40:15,Sofia Veliz ,6to piso,Mañana,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
6/11/2025 21:40:40,Sofia Veliz ,6to piso,Mañana,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
6/11/2025 21:42:17,Sofia Veliz ,6to piso,Mañana,Kinesiologo,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
6/11/2025 21:42:47,Sofia Veliz ,6to piso,Mañana,Mucama,Despues de tocar entorno,Ninguna,Despues de tocar entorno.,Ninguna
6/11/2025 21:43:15,Sofia Veliz ,6to piso,Mañana,Aux. de alimentación,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
20/11/2025 18:29:04,Sofia Veliz ,6to piso,Tarde,Medico Clinico,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
20/11/2025 18:29:33,Sofia Veliz ,6to piso,Tarde,Residente de Clinica,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar fluidos,Ninguna
20/11/2025 18:30:28,Sofia Veliz ,6to piso,Tarde,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
20/11/2025 18:39:49,Sofia Veliz ,6to piso,Tarde,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
25/11/2025 19:53:26,Sofia Veliz ,6to piso,Tarde,Tec. Hemoterapia,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 19:53:59,Sofia Veliz ,6to piso,Tarde,Kinesiologo,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
25/11/2025 19:54:27,Sofia Veliz ,6to piso,Tarde,Mucama,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
25/11/2025 19:55:03,Sofia Veliz ,6to piso,Tarde,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 10:05:22,Sofia Veliz ,6to piso,Tarde,Mucama,Después de tocar fluidos,Ninguna,Despues de tocar entorno.,Ninguna
8/12/2025 0:44:03,Sofia Veliz ,6to piso,Tarde,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
8/12/2025 1:07:03,Sofia Veliz ,6to piso,Tarde,Medico Ginecologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Antes de rrealizar técnica Aseptica.,Ninguna
8/12/2025 1:07:28,Sofia veliz ,6to piso,Tarde,Medico Ginecologo (Staff y Residente),Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 19:04:12,Sofia Veliz ,6to piso,Tarde,Residente de Clinica,Antes de tocar al paciente,Ninguna,Antes de rrealizar técnica Aseptica.,Ninguna
8/12/2025 19:05:27,Sofia Veliz ,6to piso,Tarde,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Antes de rrealizar técnica Aseptica.,Ninguna
8/12/2025 19:53:23,Sofia Veliz ,6to piso,Tarde,Enfermeria,Despues de tocar entorno,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
8/12/2025 19:54:08,Sofia Veliz ,6to piso,Tarde,Tec. Hemoterapia,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
8/12/2025 20:27:56,Sofia Veliz ,6to piso,Tarde,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
8/12/2025 20:28:39,Sofia Veliz ,6to piso,Tarde,Kinesiologo,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
8/12/2025 20:29:07,Sofia Veliz ,6to piso,Tarde,Kinesiologo,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Ninguna
8/12/2025 20:31:18,Sofia Veliz ,6to piso,Tarde,Aux. de alimentación,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
20/11/2025 18:30:02,Sofía Veliz ,6to piso,Tarde,Medico Cirujano (Staff y Residente),Antes de realizar técnica Aseptica,Ninguna,Despues de tocar fluidos,Ninguna
20/11/2025 18:30:55,Sofía Veliz ,6to piso,Tarde,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
20/11/2025 18:40:18,Sofía Veliz ,6to piso,Tarde,Enfermeria,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
20/11/2025 18:40:45,Sofía Veliz ,6to piso,Tarde,Tec. Hemoterapia,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
25/11/2025 19:53:02,Sofía Veliz ,6to piso,Tarde,Tec. Hemoterapia,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
4/12/2025 9:58:40,Sofía Veliz ,6to piso,Tarde,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 9:59:11,Sofía Veliz ,6to piso,Tarde,Residente de Clinica,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar al paciente,Ninguna
4/12/2025 9:59:35,Sofía Veliz ,6to piso,Tarde,Residente de Clinica,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar fluidos,Higiene con solución alcoholica
4/12/2025 9:59:57,Sofía Veliz ,6to piso,Tarde,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Ninguna
4/12/2025 10:00:26,Sofía Veliz ,6to piso,Tarde,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar entorno.,Ninguna
4/12/2025 10:00:52,Sofía Veliz ,6to piso,Tarde,Tec. Hemoterapia,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
4/12/2025 10:01:15,Sofía Veliz ,6to piso,Tarde,Tec.Laboratorio,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar fluidos,Ninguna
4/12/2025 10:01:45,Sofía Veliz ,6to piso,Tarde,Tec.Laboratorio,Antes de tocar al paciente,Ninguna,Despues de tocar fluidos,Higiene con solución alcoholica
4/12/2025 10:02:06,Sofía Veliz ,6to piso,Tarde,Kinesiologo,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
4/12/2025 10:02:25,Sofía Veliz ,6to piso,Tarde,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 10:02:58,Sofía Veliz ,6to piso,Tarde,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 10:03:33,Sofía Veliz ,6to piso,Tarde,Nutricionista,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 10:03:59,Sofía Veliz ,6to piso,Tarde,Aux. de alimentación,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
4/12/2025 10:04:27,Sofía Veliz ,6to piso,Tarde,Aux. de alimentación,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 10:06:04,Sofía Veliz ,6to piso,Tarde,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
4/12/2025 10:06:26,Sofía Veliz ,6to piso,Tarde,Enfermeria,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 10:06:52,Sofía Veliz ,6to piso,Tarde,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
4/12/2025 10:07:35,Sofía Veliz ,6to piso,Tarde,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
4/12/2025 10:08:05,Sofía Veliz ,6to piso,Tarde,Imagenes (ecografista y RX),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
